id,area,name,fontes,ultima_atualizacao,url,removed,featured
2720,europa,"Passageiros transportados por ferrovia: total, transporte doméstico e transporte internacional",Entidades Nacionais | Eurostat | Ministérios | PORDATA,2025-10-30,https://www.pordata.pt/europa/passageiros+transportados+por+ferrovia+total++transporte+domestico+e+transporte+internacional-2720,,
2707,europa,Passageiros transportados por via aérea: chegadas e partidas,Eurostat | Entidades Nacionais | PORDATA,2026-01-06,https://www.pordata.pt/europa/passageiros+transportados+por+via+aerea+chegadas+e+partidas-2707,,
2708,europa,"Passageiros transportados por via aérea em voos internacionais: total, UE27 e extra-UE27",Eurostat | Entidades Nacionais | PORDATA,2025-10-30,https://www.pordata.pt/europa/passageiros+transportados+por+via+aerea+em+voos+internacionais+total++ue27+e+extra+ue27-2708,,
2706,europa,"Passageiros transportados por via aérea: total, voos domésticos e voos internacionais",Eurostat | Entidades Nacionais | PORDATA,2025-10-30,https://www.pordata.pt/europa/passageiros+transportados+por+via+aerea+total++voos+domesticos+e+voos+internacionais-2706,,
2714,europa,Passageiros transportados por via marítima: desembarcados e embarcados,Eurostat | Entidades Nacionais | PORDATA,2025-11-27,https://www.pordata.pt/europa/passageiros+transportados+por+via+maritima+desembarcados+e+embarcados-2714,,
3053,europa,"Passageiros transportados por via marítima nos portos principais: total, doméstico e internacional",Eurostat | Entidades Nacionais | PORDATA,2026-01-28,https://www.pordata.pt/europa/passageiros+transportados+por+via+maritima+nos+portos+principais+total++domestico+e+internacional-3053,,
3228,europa,Patentes concedidas pelo Gabinete de Patentes e Marcas dos EUA (USPTO) às empresas (1977-2009),Eurostat | EPO | PORDATA,2026-01-05,https://www.pordata.pt/europa/patentes+concedidas+pelo+gabinete+de+patentes+e+marcas+dos+eua+(uspto)+as+empresas+(1977+2009)-3228,,
1468,europa,Patentes concedidas pelo Gabinete de Patentes e Marcas dos EUA (USPTO): por setor institucional (1977-2009),Eurostat | EPO | PORDATA,2026-01-06,https://www.pordata.pt/europa/patentes+concedidas+pelo+gabinete+de+patentes+e+marcas+dos+eua+(uspto)+por+setor+institucional+(1977+2009)-1468,,
1443,europa,Patentes concedidas pelo Gabinete de Patentes e Marcas dos EUA (USPTO): total e por secções da Classificação Internacional de Patentes (CIP) (1977-2010),Eurostat | EPO | PORDATA,2026-01-06,https://www.pordata.pt/europa/patentes+concedidas+pelo+gabinete+de+patentes+e+marcas+dos+eua+(uspto)+total+e+por+seccoes+da+classificacao+internacional+de+patentes+(cip)+(1977+2010)-1443,,
3584,europa,Pedidos de asilo por milhão de habitantes,Eurostat | Institutos Nacionais de Estatística | Ministérios da Administração Interna | Agências ligadas às Migrações | PORDATA,2026-04-27,https://www.pordata.pt/europa/pedidos+de+asilo+por+milhao+de+habitantes-3584,,
1439,europa,Pedidos de patentes à Organização Europeia de Patentes (EPO),Eurostat | EPO | PORDATA,2026-01-06,https://www.pordata.pt/europa/pedidos+de+patentes+a+organizacao+europeia+de+patentes+(epo)+(1977+2017)-1439,,
1430,europa,Pedidos de patentes ao Instituto Europeu de Patentes (EPO): por domínio tecnológico,Eurostat | EPO | PORDATA,2026-01-05,https://www.pordata.pt/europa/pedidos+de+patentes+ao+instituto+europeu+de+patentes+(epo)+por+dominio+tecnologico+(1980+2013)-1430,,
3576,europa,Pedidos de patentes ao Instituto Europeu de Patentes (IEP) por milhão de habitantes,Eurostat | EPO | PORDATA,2026-03-25,https://www.pordata.pt/europa/pedidos+submetidos+ao+instituto+europeu+de+patentes+(iep)+por+milhao+de+habitantes-3576,,
3745,europa,Pegada material <em>per capita</em>,Eurostat | Institutos Nacionais de Estatística | PORDATA,2026-07-22,https://www.pordata.pt/europa/pegada+material+per+capita-3745,,
3652,europa,Peixe capturado - toneladas de pescado,Eurostat | PORDATA,2026-01-20,https://www.pordata.pt/europa/peixe+capturado-3652,,
3653,europa,Peixe produzido em aquicultura,Eurostat | Entidades Nacionais | PORDATA,2026-02-18,https://www.pordata.pt/europa/peixe+produzido+em+aquicultura-3653,,
2419,europa,Pensionistas de invalidez: total e por sexo,Eurostat | Institutos Nacionais de Estatística | Ministérios dos Assuntos Sociais | PORDATA,2026-07-22,https://www.pordata.pt/europa/pensionistas+de+invalidez+total+e+por+sexo-2419,,
2420,europa,Pensionistas de sobrevivência: total e por sexo,Eurostat | Institutos Nacionais de Estatística | Ministérios dos Assuntos Sociais | PORDATA,2026-07-22,https://www.pordata.pt/europa/pensionistas+de+sobrevivencia+total+e+por+sexo-2420,,
2431,europa,Pensionistas de velhice no total da população residente com 65 e mais anos (%),Eurostat | Institutos Nacionais de Estatística | Ministérios dos Assuntos Sociais | NU | PORDATA,2026-07-22,https://www.pordata.pt/europa/pensionistas+de+velhice+no+total+da+populacao+residente+com+65+e+mais+anos+(percentagem)-2431,,
2418,europa,Pensionistas de velhice: total e por sexo,Eurostat | Institutos Nacionais de Estatística | Ministérios dos Assuntos Sociais | PORDATA,2026-07-22,https://www.pordata.pt/europa/pensionistas+de+velhice+total+e+por+sexo-2418,,
2435,europa,Pensionistas em % da população ativa,Eurostat | Institutos Nacionais de Estatística | Ministérios dos Assuntos Sociais | PORDATA,2026-07-22,https://www.pordata.pt/europa/pensionistas+em+percentagem+da+populacao+ativa-2435,,
2425,europa,Pensionistas no total da população residente com 15 e mais anos (%),Eurostat | Institutos Nacionais de Estatística | Ministérios dos Assuntos Sociais | NU | PORDATA,2026-07-22,https://www.pordata.pt/europa/pensionistas+no+total+da+populacao+residente+com+15+e+mais+anos+(percentagem)-2425,,
2424,europa,Pensionistas: total e por categoria,Eurostat | Institutos Nacionais de Estatística | Ministérios dos Assuntos Sociais | PORDATA,2026-07-22,https://www.pordata.pt/europa/pensionistas+total+e+por+categoria-2424,,
1414,europa,Pensões: despesa total e por categoria (Euro),Eurostat | Institutos Nacionais de Estatística | Ministérios dos Assuntos Sociais | PORDATA,2026-01-20,https://www.pordata.pt/europa/pensoes+despesa+total+e+por+categoria+(euro)-1414,,
1701,europa,"Pensões: despesa total e por categoria, por habitante (Euro)",Eurostat | Institutos Nacionais de Estatística | Ministérios dos Assuntos Sociais | NU | PORDATA,2026-07-10,https://www.pordata.pt/europa/pensoes+despesa+total+e+por+categoria++por+habitante+(euro)-1701,,
1413,europa,"Pensões: despesa total e por categoria por habitante, a preços constantes (base=2010)",Eurostat | Institutos Nacionais de Estatística | Ministérios dos Assuntos Sociais | PORDATA,2026-01-20,https://www.pordata.pt/europa/pensoes+despesa+total+e+por+categoria+por+habitante++a+precos+constantes-1413,,
1579,europa,Pensões: despesa total em % do PIB,Eurostat | Institutos Nacionais de Estatística | Ministérios dos Assuntos Sociais | PORDATA,2026-03-03,https://www.pordata.pt/europa/pensoes+despesa+total+em+percentagem+do+pib-1579,,
2973,europa,Pequenas e médias empresas: por alguns setores de atividade económica,Eurostat | OCDE | Entidades Nacionais | PORDATA,2026-01-15,https://www.pordata.pt/europa/pequenas+e+medias+empresas+por+alguns+setores+de+atividade+economica-2973,,
3210,europa,Pequenas empresas em % do total de empresas: por alguns setores de atividade económica,Eurostat | OCDE | Entidades Nacionais | PORDATA,2026-01-15,https://www.pordata.pt/europa/pequenas+empresas+em+percentagem+do+total+de+empresas+por+alguns+setores+de+atividade+economica-3210,,
3207,europa,Pequenas empresas: por alguns setores de atividade económica,Eurostat | OCDE | Entidades Nacionais | PORDATA,2026-01-15,https://www.pordata.pt/europa/pequenas+empresas+por+alguns+setores+de+atividade+economica-3207,,
3593,europa,Perceção de independência do sistema judicial,Direção-Geral da Justiça e dos Consumidores da Comissão Europeia | PORDATA,2026-01-09,https://www.pordata.pt/europa/percecao+de+independencia+do+sistema+judicial-3593,,
3620,europa,Perdas económicas relacionadas com o clima <em>per capita</em>,Eurostat | AEA | Munich Re. | PORDATA,2026-01-14,https://www.pordata.pt/europa/perdas+economicas+relacionadas+com+o+clima+per+capita-3620,,
3619,europa,Perdas económicas relacionadas com o clima (Euro),Eurostat | AEA | Munich Re. | PORDATA,2026-01-14,https://www.pordata.pt/europa/perdas+economicas+relacionadas+com+o+clima-3619,,
3309,europa,Pessoal ao serviço em estabelecimentos prisionais para adultos: total e por sexo,Eurostat | UNODC | Entidades Nacionais | PORDATA,2026-04-29,https://www.pordata.pt/europa/pessoal+ao+servico+em+estabelecimentos+prisionais+para+adultos+total+e+por+sexo-3309,,
3310,europa,Pessoal ao serviço em estabelecimentos prisionais para menores: total e por sexo,Eurostat | UNODC | Entidades Nacionais | PORDATA,2026-04-29,https://www.pordata.pt/europa/pessoal+ao+servico+em+estabelecimentos+prisionais+para+menores+total+e+por+sexo-3310,,
3214,europa,Pessoal ao serviço nas empresas médias: por alguns setores de atividade económica,PORDATA,2026-01-12,https://www.pordata.pt/europa/pessoal+ao+servico+nas+empresas+medias+por+alguns+setores+de+atividade+economica-3214,,
3155,europa,Pessoal ao serviço nas empresas: por alguns setores de atividade económica,Eurostat | OCDE | Entidades Nacionais | PORDATA,2026-01-14,https://www.pordata.pt/europa/pessoal+ao+servico+nas+empresas+por+alguns+setores+de+atividade+economica-3155,,
3154,europa,Pessoal ao serviço nas empresas: total,Eurostat | OCDE | Entidades Nacionais | PORDATA,2026-01-21,https://www.pordata.pt/europa/pessoal+ao+servico+nas+empresas+total-3154,,
3157,europa,Pessoal ao serviço nas grandes empresas: por alguns setores de atividade económica,Eurostat | OCDE | Entidades Nacionais | PORDATA,2026-01-14,https://www.pordata.pt/europa/pessoal+ao+servico+nas+grandes+empresas+por+alguns+setores+de+atividade+economica-3157,,
3212,europa,Pessoal ao serviço nas microempresas: por alguns setores de atividade económica,PORDATA,2026-01-12,https://www.pordata.pt/europa/pessoal+ao+servico+nas+microempresas+por+alguns+setores+de+atividade+economica-3212,,
3215,europa,Pessoal ao serviço nas pequenas e médias empresas: por alguns setores de atividade económica,PORDATA,2022-11-03,https://www.pordata.pt/europa/pessoal+ao+servico+nas+pequenas+e+medias+empresas+por+alguns+setores+de+atividade+economica-3215,,
3213,europa,Pessoal ao serviço nas pequenas empresas: por alguns setores de atividade económica,PORDATA,2025-12-02,https://www.pordata.pt/europa/pessoal+ao+servico+nas+pequenas+empresas+por+alguns+setores+de+atividade+economica-3213,,
3356,europa,Pessoal ao serviço nas polícias por 100 mil habitantes,Eurostat | UNODC | Entidades Nacionais | NU | Institutos Nacionais de Estatística | PORDATA,2026-07-10,https://www.pordata.pt/europa/pessoal+ao+servico+nas+policias+por+100+mil+habitantes-3356,,
3303,europa,Pessoal ao serviço nas polícias: total e por sexo,Eurostat | UNODC | Entidades Nacionais | PORDATA,2026-04-29,https://www.pordata.pt/europa/pessoal+ao+servico+nas+policias+total+e+por+sexo-3303,,
3575,europa,Pessoal em atividades de investigação e desenvolvimento (I&D): equivalente a tempo integral em % da população ativa,Eurostat | OCDE | Entidades Nacionais | PORDATA,2026-01-21,https://www.pordata.pt/europa/pessoal+em+atividades+de+investigacao+e+desenvolvimento+(i+d)+em+percentagem+da+populacao+ativa++por+setor+de+execucao-3575,,
3224,europa,Pessoal total (ETI) em atividades de investigação e desenvolvimento (I&D): total e do setor empresas,Eurostat | OCDE | Entidades Nacionais | PORDATA,2026-01-21,https://www.pordata.pt/europa/pessoal+total+(eti)+em+atividades+de+investigacao+e+desenvolvimento+(i+d)+total+e+do+setor+empresas-3224,,
1429,europa,Pessoal total (ETI) em atividades de investigação e desenvolvimento (I&D): total e por área científica,Eurostat | OCDE | Entidades Nacionais | PORDATA,2026-01-21,https://www.pordata.pt/europa/pessoal+total+(eti)+em+atividades+de+investigacao+e+desenvolvimento+(i+d)+total+e+por+area+cientifica-1429,,
1423,europa,Pessoal total (ETI) em atividades de investigação e desenvolvimento (I&D): total e por setor de execução,Eurostat | OCDE | Entidades Nacionais | PORDATA,2026-01-21,https://www.pordata.pt/europa/pessoal+total+(eti)+em+atividades+de+investigacao+e+desenvolvimento+(i+d)+total+e+por+setor+de+execucao-1423,,
1425,europa,Pessoal total e investigadores (ETI) em atividades de investigação e desenvolvimento (I&D): total e do sexo feminino,Eurostat | OCDE | Entidades Nacionais | PORDATA,2026-01-21,https://www.pordata.pt/europa/pessoal+total+e+investigadores+(eti)+em+atividades+de+investigacao+e+desenvolvimento+(i+d)+total+e+do+sexo+feminino-1425,,
1691,europa,Pessoal total e investigadores em atividades de investigação e desenvolvimento (I&D): equivalente a tempo integral por mil ativos,Eurostat | OCDE | Entidades Nacionais | Institutos Nacionais de Estatística | PORDATA,2026-04-19,https://www.pordata.pt/europa/pessoal+total+e+investigadores+em+atividades+de+investigacao+e+desenvolvimento+(i+d)+equivalente+a+tempo+integral+por+mil+ativos-1691,,
3579,europa,PIB <em>per capita</em> (PPC),Eurostat | Institutos Nacionais de Estatística | PORDATA,2026-08-03,https://www.pordata.pt/europa/pib+per+capita+(ppc)-3579,,
3523,europa,PIB <em>per capita</em> (UE27=100),Eurostat | Institutos Nacionais de Estatística | PORDATA,2026-08-03,https://www.pordata.pt/europa/pib+per+capita+(ue27+100)-3523,,
2683,europa,PIB por componentes (Euro),Eurostat | Institutos Nacionais de Estatística | PORDATA,2026-03-03,https://www.pordata.pt/europa/pib+por+componentes+(euro)-2683,,
3567,europa,PIB real <em>per capita</em> (Euro),Eurostat | Institutos Nacionais de Estatística | PORDATA,2026-03-05,https://www.pordata.pt/europa/pib+real+per+capita+(euro)-3567,,
3554,europa,"População, entre os 25 e os 34 anos, com o ensino superior (ISCED 5-8): total e por sexo (%)",Eurostat | Institutos Nacionais de Estatística | PORDATA,2026-04-19,https://www.pordata.pt/europa/populacao++entre+os+25+e+os+34+anos++com+o+ensino+superior+(isced+5+8)+total+e+por+sexo+(percentagem)-3554,,
3401,europa,"População, entre os 30 e os 34 anos, com o ensino superior (ISCED 5-8) (%)",Eurostat | Institutos Nacionais de Estatística | PORDATA,2026-04-20,https://www.pordata.pt/europa/populacao++entre+os+30+e+os+34+anos++com+o+ensino+superior+(isced+5+8)+(percentagem)-3401,,
3532,europa,População a viver em agregados com intensidade laboral muito reduzida,Eurostat | Entidades Nacionais | PORDATA,2026-03-26,https://www.pordata.pt/europa/populacao+a+viver+em+agregados+com+intensidade+laboral+muito+reduzida+(percentagem)-3532,,
1592,europa,"População ativa, dos 15 aos 64 anos: total e por nível de escolaridade completo mais elevado",Eurostat | Institutos Nacionais de Estatística | PORDATA,2026-04-20,https://www.pordata.pt/europa/populacao+ativa++dos+15+aos+64+anos+total+e+por+nivel+de+escolaridade+completo+mais+elevado-1592,,
1755,europa,População ativa no total da população em idade ativa (%),Eurostat | Institutos Nacionais de Estatística | NU | PORDATA,2026-07-10,https://www.pordata.pt/europa/populacao+ativa+no+total+da+populacao+em+idade+ativa+(percentagem)-1755,,
2432,europa,População ativa por pensionista,Eurostat | Institutos Nacionais de Estatística | Ministérios dos Assuntos Sociais | PORDATA,2026-07-22,https://www.pordata.pt/europa/populacao+ativa+por+pensionista-2432,,
1838,europa,População ativa: total e por grupo etário,Eurostat | Institutos Nacionais de Estatística | PORDATA,2026-04-19,https://www.pordata.pt/europa/populacao+ativa+total+e+por+grupo+etario-1838,,
1588,europa,População ativa: total e por nacionalidade,Eurostat | Institutos Nacionais de Estatística | PORDATA,2026-04-20,https://www.pordata.pt/europa/populacao+ativa+total+e+por+nacionalidade-1588,,
1587,europa,População ativa: total e por sexo,Eurostat | Institutos Nacionais de Estatística | PORDATA,2026-04-17,https://www.pordata.pt/europa/populacao+ativa+total+e+por+sexo-1587,,
1944,europa,Evolução da População ativa por países,Eurostat | Institutos Nacionais de Estatística | PORDATA,2026-04-19,https://www.pordata.pt/europa/populacao+ativa-1944,,
3547,europa,População com boa ou muito boa perceção do seu estado de saúde: total e por sexo (%),Eurostat | Entidades Nacionais | PORDATA,2026-03-27,https://www.pordata.pt/europa/populacao+com+boa+ou+muito+boa+percecao+do+seu+estado+de+saude+total+e+por+sexo+(percentagem)-3547,,
3548,europa,População com necessidades insatisfeitas de cuidados médicos: total e por sexo (%),Eurostat | Entidades Nacionais | PORDATA,2026-03-27,https://www.pordata.pt/europa/populacao+com+necessidades+insatisfeitas+de+cuidados+medicos+total+e+por+sexo+(percentagem)-3548,,
3237,europa,População com o ensino secundário e pós secundário (ISCED 3-4) em % da população entre os 25 e os 64 anos: total e por grupo etário,Eurostat | Institutos Nacionais de Estatística | PORDATA,2026-04-20,https://www.pordata.pt/europa/populacao+com+o+ensino+secundario+e+pos+secundario+(isced+3+4)+em+percentagem+da+populacao+entre+os+25+e+os+64+anos+total+e+por+grupo+etario-3237,,
3492,europa,População com o ensino secundário e pós secundário (ISCED 3-4) em % da população entre os 25 e os 64 anos: total e por sexo,Eurostat | Institutos Nacionais de Estatística | PORDATA,2026-04-19,https://www.pordata.pt/europa/populacao+com+o+ensino+secundario+e+pos+secundario+(isced+3+4)+em+percentagem+da+populacao+entre+os+25+e+os+64+anos+total+e+por+sexo-3492,,
3239,europa,População com o ensino superior (ISCED 5-8) em % da população entre os 25 e os 64 anos: total e por grupo etário,Eurostat | Institutos Nacionais de Estatística | PORDATA,2026-04-20,https://www.pordata.pt/europa/populacao+com+o+ensino+superior+(isced+5+8)+em+percentagem+da+populacao+entre+os+25+e+os+64+anos+total+e+por+grupo+etario-3239,,
3490,europa,População com o ensino superior (ISCED 5-8) em % da população entre os 25 e os 64 anos: total e sexo,Eurostat | Institutos Nacionais de Estatística | PORDATA,2026-04-19,https://www.pordata.pt/europa/populacao+com+o+ensino+superior+(isced+5+8)+em+percentagem+da+populacao+entre+os+25+e+os+64+anos+total+e+sexo-3490,,
3655,europa,População com pelo menos competências digitais básicas: total e por sexo (%),Eurostat | Entidades Nacionais | PORDATA,2026-01-09,https://www.pordata.pt/europa/populacao+com+pelo+menos+competencias+digitais+basicas+total+e+por+sexo+(percentagem)-3655,,
1883,europa,População desempregada por duração do desemprego (%),Eurostat | Institutos Nacionais de Estatística | PORDATA,2026-04-20,https://www.pordata.pt/europa/populacao+desempregada+por+duracao+do+desemprego+(percentagem)-1883,,
1884,europa,População desempregada por grupo etário (%),Eurostat | Institutos Nacionais de Estatística | PORDATA,2026-04-20,https://www.pordata.pt/europa/populacao+desempregada+por+grupo+etario+(percentagem)-1884,,
1776,europa,População desempregada por sexo (%),Eurostat | Institutos Nacionais de Estatística | PORDATA,2026-04-17,https://www.pordata.pt/europa/populacao+desempregada+por+sexo+(percentagem)-1776,,
1752,europa,População desempregada: total e por duração do desemprego,Eurostat | Institutos Nacionais de Estatística | PORDATA,2026-04-20,https://www.pordata.pt/europa/populacao+desempregada+total+e+por+duracao+do+desemprego-1752,,
1796,europa,População desempregada: total e por grupo etário,Eurostat | Institutos Nacionais de Estatística | PORDATA,2026-04-20,https://www.pordata.pt/europa/populacao+desempregada+total+e+por+grupo+etario-1796,,
1634,europa,População desempregada: total e por profissão anterior,Eurostat | Institutos Nacionais de Estatística | PORDATA,2026-04-20,https://www.pordata.pt/europa/populacao+desempregada+total+e+por+profissao+anterior-1634,,
1630,europa,População desempregada: total e por sexo,Eurostat | Institutos Nacionais de Estatística | PORDATA,2026-04-17,https://www.pordata.pt/europa/populacao+desempregada+total+e+por+sexo-1630,,
3427,europa,População em risco de pobreza ou exclusão social (evolução em relação a 2008),Eurostat | Entidades Nacionais | PORDATA,2026-01-21,https://www.pordata.pt/europa/populacao+em+risco+de+pobreza+ou+exclusao+social+(evolucao+em+relacao+a+2008)+(2008+2020)-3427,,
2331,europa,População em risco de pobreza ou exclusão social: total e por grupo etário (%),Eurostat | Entidades Nacionais | PORDATA,2026-03-26,https://www.pordata.pt/europa/populacao+em+risco+de+pobreza+ou+exclusao+social+total+e+por+grupo+etario+(percentagem)-2331,,
2330,europa,População em risco de pobreza ou exclusão social: total e por sexo (percentagem),Eurostat | Entidades Nacionais | PORDATA,2026-03-26,https://www.pordata.pt/europa/populacao+em+risco+de+pobreza+ou+exclusao+social+total+e+por+sexo+(percentagem)-2330,,
3400,europa,População em risco de pobreza ou exclusão social: total e por sexo,Eurostat | Entidades Nacionais | PORDATA,2026-03-26,https://www.pordata.pt/europa/populacao+em+risco+de+pobreza+ou+exclusao+social+total+e+por+sexo-3400,,
1604,europa,População empregada a tempo completo e parcial ? Homens,Eurostat | Institutos Nacionais de Estatística | PORDATA,2026-04-20,https://www.pordata.pt/europa/populacao+empregada+a+tempo+completo+e+parcial+++homens-1604,,
1611,europa,População empregada a tempo completo e parcial ? Mulheres,Eurostat | Institutos Nacionais de Estatística | PORDATA,2026-04-20,https://www.pordata.pt/europa/populacao+empregada+a+tempo+completo+e+parcial+++mulheres-1611,,
2465,europa,População empregada em alojamentos turísticos coletivos: total e a tempo completo,Eurostat | Institutos Nacionais de Estatística | PORDATA,2026-04-20,https://www.pordata.pt/europa/populacao+empregada+em+alojamentos+turisticos+coletivos+total+e+a+tempo+completo-2465,,
2467,europa,População empregada em alojamentos turísticos coletivos: total e por tipo de contrato,Eurostat | Institutos Nacionais de Estatística | PORDATA,2026-04-20,https://www.pordata.pt/europa/populacao+empregada+em+alojamentos+turisticos+coletivos+total+e+por+tipo+de+contrato-2467,,
1598,europa,População empregada estrangeira,Eurostat | Institutos Nacionais de Estatística | PORDATA,2026-04-20,https://www.pordata.pt/europa/populacao+empregada+estrangeira-1598,,
1744,europa,População empregada por setor de atividade económica ? Homens (NACE Rev.1.1) (1992-2008),Eurostat | Institutos Nacionais de Estatística | PORDATA,2026-01-04,https://www.pordata.pt/europa/populacao+empregada+por+setor+de+atividade+economica+++homens+(nace+rev.1.1)+(1992+2008)-1744,,
1742,europa,População empregada por setor de atividade económica ? Homens (NACE Rev.2),Eurostat | Institutos Nacionais de Estatística | PORDATA,2026-04-20,https://www.pordata.pt/europa/populacao+empregada+por+setor+de+atividade+economica+++homens+(nace+rev.2)-1742,,
1745,europa,População empregada por setor de atividade económica ? Mulheres (NACE Rev.1.1) (1992-2008),Eurostat | Institutos Nacionais de Estatística | PORDATA,2026-01-04,https://www.pordata.pt/europa/populacao+empregada+por+setor+de+atividade+economica+++mulheres+(nace+rev.1.1)+(1992+2008)-1745,,
1743,europa,População empregada por setor de atividade económica ? Mulheres (NACE Rev.2),Eurostat | Institutos Nacionais de Estatística | PORDATA,2026-04-20,https://www.pordata.pt/europa/populacao+empregada+por+setor+de+atividade+economica+++mulheres+(nace+rev.2)-1743,,
1738,europa,População empregada por situação na profissão ? Homens,Eurostat | Institutos Nacionais de Estatística | PORDATA,2026-04-20,https://www.pordata.pt/europa/populacao+empregada+por+situacao+na+profissao+++homens-1738,,
1739,europa,População empregada por situação na profissão ? Mulheres,Eurostat | Institutos Nacionais de Estatística | PORDATA,2026-04-20,https://www.pordata.pt/europa/populacao+empregada+por+situacao+na+profissao+++mulheres-1739,,
1603,europa,População empregada: total e a tempo completo e parcial,Eurostat | Institutos Nacionais de Estatística | PORDATA,2026-04-20,https://www.pordata.pt/europa/populacao+empregada+total+e+a+tempo+completo+e+parcial-1603,,
1851,europa,População empregada: total e por grupo etário,Eurostat | Institutos Nacionais de Estatística | PORDATA,2026-04-20,https://www.pordata.pt/europa/populacao+empregada+total+e+por+grupo+etario-1851,,
1601,europa,População empregada: total e por nível de escolaridade completo mais elevado,Eurostat | Institutos Nacionais de Estatística | PORDATA,2026-04-20,https://www.pordata.pt/europa/populacao+empregada+total+e+por+nivel+de+escolaridade+completo+mais+elevado-1601,,
3386,europa,População empregada: total e por profissões,Eurostat | Institutos Nacionais de Estatística | PORDATA,2026-04-20,https://www.pordata.pt/europa/populacao+empregada+total+e+por+profissoes-3386,,
1625,europa,População empregada: total e por setor de atividade económica (NACE Rev.1.1) (1992-2008),Eurostat | Institutos Nacionais de Estatística | PORDATA,2025-12-29,https://www.pordata.pt/europa/populacao+empregada+total+e+por+setor+de+atividade+economica+(nace+rev.1.1)+(1992+2008)-1625,,
1623,europa,População empregada: total e por setor de atividade económica (NACE Rev.2),Eurostat | Institutos Nacionais de Estatística | PORDATA,2026-04-20,https://www.pordata.pt/europa/populacao+empregada+total+e+por+setor+de+atividade+economica+(nace+rev.2)-1623,,
1597,europa,População empregada: total e por sexo,Eurostat | Institutos Nacionais de Estatística | PORDATA,2026-04-17,https://www.pordata.pt/europa/populacao+empregada+total+e+por+sexo-1597,,
1602,europa,População empregada: total e por situação na profissão,Eurostat | Institutos Nacionais de Estatística | PORDATA,2026-04-20,https://www.pordata.pt/europa/populacao+empregada+total+e+por+situacao+na+profissao-1602,,
1624,europa,População estrangeira em % da população residente,Eurostat | NU | OIT | Entidades Nacionais | PORDATA,2026-01-21,https://www.pordata.pt/europa/populacao+estrangeira+em+percentagem+da+populacao+residente-1624,,
3816,europa,População fora do mercado de trabalho devido à prestação de cuidados: total e por sexo (%),Eurostat | Institutos Nacionais de Estatística | PORDATA,2026-04-19,https://www.pordata.pt/europa/populacao+fora+do+mercado+de+trabalho+devido+a+prestacao+de+cuidados+total+e+por+sexo+(percentagem)-3816,,
1942,europa,População inativa com 15 e mais anos: total e por grupo etário,Eurostat | Institutos Nacionais de Estatística | PORDATA,2026-04-20,https://www.pordata.pt/europa/populacao+inativa+com+15+e+mais+anos+total+e+por+grupo+etario-1942,,
1594,europa,População inativa com 15 e mais anos: total e por sexo,Eurostat | Institutos Nacionais de Estatística | PORDATA,2026-04-17,https://www.pordata.pt/europa/populacao+inativa+com+15+e+mais+anos+total+e+por+sexo-1594,,
3562,europa,População inativa devido a responsabilidades familiares: total e por sexo (%),Eurostat | Institutos Nacionais de Estatística | PORDATA,2026-04-20,https://www.pordata.pt/europa/populacao+inativa+devido+a+responsabilidades+familiares+total+e+por+sexo+(percentagem)-3562,,
1593,europa,População inativa estrangeira com 15 e mais anos,Eurostat | Institutos Nacionais de Estatística | PORDATA,2026-04-17,https://www.pordata.pt/europa/populacao+inativa+estrangeira+com+15+e+mais+anos-1593,,
3566,europa,População incapaz de aquecer convenientemente a habitação (%),Eurostat | Entidades Nacionais | PORDATA,2026-03-27,https://www.pordata.pt/europa/populacao+incapaz+de+aquecer+convenientemente+a+habitacao+(percentagem)-3566,,
1528,europa,População por tipo de alojamento (%),Eurostat | Entidades Nacionais | PORDATA,2026-03-26,https://www.pordata.pt/europa/populacao+por+tipo+de+alojamento+(percentagem)-1528,,
3388,europa,População por tipo de ocupação do alojamento de residência habitual (%),Eurostat | Entidades Nacionais | PORDATA,2026-03-26,https://www.pordata.pt/europa/populacao+por+tipo+de+ocupacao+do+alojamento+de+residencia+habitual+(percentagem)-3388,,
1349,europa,População que completou pelo menos o ensino secundário (ISCED 3 ou mais) em % da população entre os 25 e os 64 anos: total e por sexo,Eurostat | Institutos Nacionais de Estatística | PORDATA,2026-04-17,https://www.pordata.pt/europa/populacao+que+completou+pelo+menos+o+ensino+secundario+(isced+3+ou+mais)+em+percentagem+da+populacao+entre+os+25+e+os+64+anos+total+e+por+sexo-1349,,
3587,europa,"População que reporta ocorrências de crime, violência e vandalismo na sua área (%)",Eurostat | Entidades Nacionais | PORDATA,2026-01-20,https://www.pordata.pt/europa/populacao+que+reporta+ocorrencias+de+crime++violencia+e+vandalismo+na+sua+area+(percentagem)-3587,,
3586,europa,População que vive em agregados domésticos e que refere a existência de ruído (%),Eurostat | Entidades Nacionais | PORDATA,2024-05-27,https://www.pordata.pt/europa/populacao+que+vive+em+agregados+domesticos+e+que+refere+a+existencia+de+ruido+(percentagem)-3586,,
3535,europa,População que vive em alojamentos em más condições (%),Eurostat | Entidades Nacionais | PORDATA,2026-01-20,https://www.pordata.pt/europa/populacao+que+vive+em+alojamentos+em+mas+condicoes+(percentagem)-3535,,
3565,europa,"População que vive sem banheira, duche e retrete no interior do alojamento (%)",Eurostat | Entidades Nacionais | PORDATA,2026-01-15,https://www.pordata.pt/europa/populacao+que+vive+sem+banheira++duche+e+retrete+no+interior+do+alojamento+(percentagem)-3565,,
